Token 	Tags Validés
s 	 PRP 
ruksacima 	 NOM:com 
na 	 PRP 
leđima 	 NOM:com 
odlaze 	 VER 
na 	 PRP 
vikend 	 NOM:com 
. 	 SENT 
 	  
Na 	 PRP 
njihovim 	 ADJ:POS 
mišićavim 	 ADJ 
nogama 	 NOM:com 
trepere 	 VER 
zlatne 	 ADJ 
malje 	 NOM:com 
, 	 PUN 
a 	 KON:COOR 
iza 	 PRP 
pojasa 	 NOM:com 
nose 	 VER 
divne 	 ADJ 
skautske 	 ADJ 
noževe 	 NOM:com 
sa 	 PRP 
drškom 	 NOM:com 
od 	 PRP 
ružinog 	 ADJ 
drveta 	 NOM:com 
. 	 SENT 
 	  
Sviraju 	 VER 
na 	 PRP 
usnu 	 ADJ 
harmoniku 	 NOM:com 
, 	 PUN 
oponašajući 	 VER 
popce 	 NOM:com 
. 	 SENT 
 	  
Na 	 PRP 
uglu 	 NOM:com 
kod 	 PRP 
slastičarne 	NOM:com
otvaraju 	 VER 
s 	 PRP 
praskom 	NOM:com
boce 	 NOM:com 
ružičastog 	 ADJ 
krakera 	 NOM:com 
, 	 PUN 
mirišljavog 	 ADJ 
poput 	 PRP 
kolonjske 	 ADJ 
vode 	 NOM:com 
. 	 SENT 
 	  
Onda 	 ADV 
ponovo 	 ADV 
stavljaju 	 VER 
u 	 PRP 
svoja 	 ADJ:POS 
riblja 	 ADJ 
usta 	 NOM:com 
harmonike 	 NOM:com 
i 	 KON:COOR 
pregrizaju 	 VER 
ih 	 PRO:PER 
na 	 PRP 
tri 	 NUM:CAR 
dela 	 NOM:com 
jednim 	 NUM:CAR 
jedinim 	 ADJ 
stiskom 	 NOM:com 
svojih 	 ADJ:POS 
snažnih 	 ADJ 
vilica 	 NOM:com 
. 	 SENT 
 	  
Opustelim 	 VER 
prazničnim 	 ADJ 
ulicama 	 NOM:com 
sustižu 	 VER 
se 	 PRO:REF 
u 	 PRP 
svom 	 ADJ:POS 
besmislenom 	 ADJ 
kruženju 	 NOM:com 
mali 	 ADJ 
tramvaji 	 NOM:com 
, 	 PUN 
plavi 	 ADJ 
, 	 PUN 
žuti 	 ADJ 
i 	 KON:COOR 
zeleni 	 ADJ 
, 	 PUN 
sviraju 	 VER 
melodiozno 	 ADV 
u 	 PRP 
svoje 	 ADJ:POS 
lire 	 NOM:com 
i 	 KON:COOR 
sitno 	 ADJ 
zvone 	VER
kada 	 KON:SUB 
se 	 PRO:REF 
pred 	 PRP 
njih 	 PRO:PER 
ispreči 	 VER 
gusta 	 ADJ 
praznina 	 NOM:com 
, 	 PUN 
stisnuta 	ADJ
u 	 PRP 
uskom 	 ADJ 
grlu 	 NOM:com 
daleke 	 ADJ 
perspektive 	 NOM:com 
gradskih 	 ADJ 
arterija 	 NOM:com 
. 	 SENT 
 	  
Uskoro 	 ADV 
zatim 	 ADV 
dolazimo 	 VER 
do 	 PRP 
jednog 	 ADJ:IND 
malog 	 ADJ 
crvenog 	 ADJ 
voza 	 NOM:com 
koji 	 PRO:REL 
leti 	 ADV 
prevozi 	 VER 
kupače 	 NOM:com 
, 	 PUN 
a 	 KON:COOR 
u 	 PRP 
drugoj 	 NUM:ORD 
sezoni 	 NOM:com 
, 	 PUN 
osim 	 PRP 
zimi 	ADV
, 	 PUN 
hita 	VER
u 	 PRP 
šume 	 NOM:com 
, 	 PUN 
u 	 PRP 
polja 	 NOM:com 
, 	 PUN 
već 	 ADV 
prema 	 PRP 
svojoj 	 ADJ:POS 
ćudi 	 NOM:com 
i 	 KON:COOR 
raspoloženju 	 NOM:com 
. 	 SENT 
 	  
Taj 	 ADJ:DEM 
minijaturni 	 ADJ 
voz 	 NOM:com 
sa 	 PRP 
lepom 	ADJ
malom 	 ADJ 
lokomotivom 	 NOM:com 
liči 	 VER 
na 	 PRP 
neke 	 ADJ:IND 
crvene 	 ADJ 
bubice 	 NOM:com 
nanizane 	ADJ
na 	 PRP 
konac 	 NOM:com 
. 	 SENT 
 	  
Vagoni 	 PRO:PER 
se 	 PRO:REF 
tiskaju 	 VER 
i 	 KON:COOR 
sudaraju 	 VER 
, 	 PUN 
i 	 KON:COOR 
ta 	 ADJ:DEM 
golema 	 ADJ 
harmonika 	 NOM:com 
boje 	 NOM:com 
malina 	 NOM:com 
svira 	 VER 
poskočice 	 NOM:com 
. 	 SENT 
 	  
Zatim 	 ADV 
taj 	 ADJ:DEM 
vilin 	ADJ
konjic 	 NOM:com 
, 	 PUN 
ta 	 ADJ:DEM 
vašarska 	 ADJ 
atrakcija 	 NOM:com 
počinje 	 VER 
da 	 KON:SUB 
leti 	 VER 
, 	 PUN 
zujeći 	 VER 
i 	 KON:COOR 
tufćući 	 VER 
, 	 PUN 
a 	 KON:COOR 
bulke 	 NOM:com 
u 	 PRP 
žitu 	 NOM:com 
pored 	 PRP 
šina 	 NOM:com 
ispisuju 	 VER 
duge 	 ADJ 
isprekidane 	 ADJ 
linije 	 NOM:com 
kao 	 KON:SUB 
da 	 KON:SUB 
su 	 VER:AUX 
povučene 	 VER 
crvenom 	 ADJ 
olovkom 	 NOM:com 
. 	 SENT 
 	  
Moja 	 ADJ:POS 
vrtoglavica 	 NOM:com 
postaje 	 VER 
sve 	ADV
nesnosnija 	ADJ:KOM
i 	 KON:COOR 
majka 	 NOM:com 
me 	 PRO:PER 
uzima 	 VER 
za 	 PRP 
ruku 	 NOM:com 
. 	 SENT 
 	  
Dolazim 	 VER 
do 	 PRP 
zamka 	 NOM:com 
žmureći 	 VER 
. 	 SENT 
 	  
Samo 	 ADV 
još 	 ADV 
pamtim 	 VER 
vatromet 	 NOM:com 
boja 	 NOM:com 
koji 	 PRO:REL 
se 	 PRO:REF 
razbuktava 	 VER 
pod 	 PRP 
mojim 	 ADJ:POS 
čvrsto 	 ADV 
zatvorenim 	 ADJ 
kapcima 	 NOM:com 
. 	 SENT 
 	  
Idem 	 VER 
napred 	 ADV 
, 	 PUN 
naslepo 	 ADV 
, 	 PUN 
vođen 	 ADJ 
rukom 	 NOM:com 
svoje 	 ADJ:POS 
majke 	 NOM:com 
i 	 KON:COOR 
katkad 	 ADV 
okrznem 	 VER 
ramenom 	NOM:com
stablo 	 NOM:com 
nekog 	 ADJ:IND 
drveta 	 NOM:com 
. 	 SENT 
 	  
Stojimo 	 VER 
kraj 	 PRP 
ograde 	 NOM:com 
zamka 	 NOM:com 
, 	 PUN 
zadihani 	 ADJ 
, 	 PUN 
ruku 	 NOM:com 
pruženih 	 ADJ 
kroz 	 PRP 
rešetke 	 NOM:com 
. 	 SENT 
 	  
Onda 	 ADV 
se 	 PRO:REF 
iz 	 PRP 
tamnog 	 ADJ 
vrta 	 NOM:com 
pojavljuju 	 VER 
, 	 PUN 
velikih 	 ADJ 
tamnih 	 ADJ 
očiju 	 NOM:com 
, 	 PUN 
prvo 	 ADV 
jelen 	 NOM:com 
, 	 PUN 
za 	 PRP 
njim 	 PRO:PER 
košuta 	 NOM:com 
. 	 SENT 
 	  
Izlaze 	 VER 
iz 	 PRP 
svoje 	 ADJ:POS 
otmene 	 ADJ 
zarobljenosti 	 NOM:com 
, 	 PUN 
gorda 	 ADJ 
držanja 	 NOM:com 
i 	 KON:COOR 
hoda 	 NOM:com 
, 	 PUN 
sa 	 PRP 
manirima 	 NOM:com 
već 	 ADV 
pomalo 	 ADV 
blaziranim 	 ADJ 
, 	 PUN 
kao 	 KON:SUB 
gospodska 	 ADJ 
deca 	 NOM:com 
koja 	 PRO:REL 
se 	 PRO:REF 
vraćaju 	 VER 
sa 	 PRP 
časa 	 NOM:com 
klavira 	 NOM:com 
, 	 PUN 
pojavljuju 	 VER 
se 	 PRO:REF 
iz 	 PRP 
gustog 	 ADJ 
leštara 	 NOM:com 
, 	 PUN 
iz 	 PRP 
tamnih 	 ADJ 
, 	 PUN 
zagonetnih 	 ADJ 
kutova 	 NOM:com 
grofovske 	 ADJ 
bašte 	 NOM:com 
. 	 SENT 
 	  
Vitkih 	 ADJ 
nogu 	 NOM:com 
, 	 PUN 
s 	 PRP 
tamnom 	 ADJ 
vlažnom 	 ADJ 
mrljom 	 NOM:com 
na 	 PRP 
nosu 	 NOM:com 
, 	 PUN 
dolazili 	 VER 
bi 	 VER:AUX 
do 	 PRP 
ograde 	 NOM:com 
da 	 KON:SUB 
uzmu 	 VER 
šećer 	 NOM:com 
iz 	 PRP 
ruku 	 NOM:com 
moje 	 ADJ:POS 
majke 	 NOM:com 
. 	 SENT 
 	  
Nošeni 	 ADJ 
inercijom 	 NOM:com 
dana 	 NOM:com 
i 	 KON:COOR 
navike 	 NOM:com 
, 	 PUN 
mi 	 PRO:PER 
smo 	 VER:AUX 
nastavili 	 VER 
da 	 KON:SUB 
posećujemo 	 VER 
zamak 	 NOM:com 
tokom 	 PRP 
celog 	 ADJ 
tog 	 ADJ:DEM 
leta 	 NOM:com 
. 	 SENT 
 	  
Pošto 	 KON:SUB 
je 	 VER:AUX 
on 	 PRO:PER 
očigledno 	 ADV 
bio 	 VER:AUX 
napušten 	VER
, 	 PUN 
počeli 	 VER 
smo 	 VER:AUX 
da 	 KON:SUB 
ga 	 PRO:PER 
bespravno 	 ADV 
svojatamo 	VER
, 	 PUN 
pa 	 KON:COOR 
je 	 VER:AUX 
i 	 KON:COOR 
moja 	 ADJ:POS 
majka 	 NOM:com 
govorila 	 VER 
ne 	 PAR 
samo 	 ADV 
« 	 PUN:cit 
naši 	 ADJ:POS 
jeleni 	 VER 
» 	 PUN:cit 
nego 	 KON:SUB 
čak 	 ADV 
i 	 KON:COOR 
« 	 PUN:cit 
naš 	 ADJ:POS 
zamak 	 NOM:com 
» 	 PUN:cit 
, 	 PUN 
iako 	 KON:SUB 
nikad 	 ADV:IND 
nismo 	 VER:AUX 
prekoračili 	 VER 
njegovu 	 ADJ:POS 
ogradu 	 NOM:com 
od 	 PRP 
kopalja 	 NOM:com 
, 	 PUN 
iako 	 KON:SUB 
nikad 	 ADV:IND 
nismo 	 VER:AUX 
povredili 	 VER 
integritet 	 NOM:com 
njegove 	 ADJ:POS 
samoće 	 NOM:com 
i 	 KON:COOR 
njegovog 	 ADJ:POS 
dostojanstva 	 NOM:com 
. 	 SENT 
 	  
Smatrali 	 VER 
smo 	 VER:AUX 
samo 	 ADV 
, 	 PUN 
jednostavno 	 ADV 
, 	 PUN 
i 	 KON:COOR 
tu 	 ADV 
se 	 PRO:REF 
potpuno 	 ADV 
slažem 	 VER 
sa 	 PRP 
svojom 	 ADJ:POS 
majkom 	 NOM:com 
, 	 PUN 
da 	 KON:SUB 
jedan 	 ADJ:IND 
napušten 	 ADJ 
zamak 	 NOM:com 
, 	 PUN 
koji 	 PRO:REL 
nudi 	 VER 
lepotu 	 NOM:com 
svojih 	 ADJ:POS 
ruina 	 NOM:com 
radoznalom 	 NOM:com 
oku 	 NOM:com 
, 	 PUN 
možemo 	 VER 
smatrati 	 VER 
delom 	 NOM:com 
svog 	 ADJ:POS 
sopstvenog 	 ADJ 
bogatstva 	 NOM:com 
i 	 KON:COOR 
da 	 KON:SUB 
ga 	 PRO:PER 
, 	 PUN 
dakle 	 PAR 
, 	 PUN 
možemo 	 VER 
svojatati 	VER
, 	 PUN 
kao 	 KON:SUB 
što 	 KON:SUB 
smo 	 VER:AUX 
svojatali 	VER
zlato 	 NOM:com 
tog 	 ADJ:DEM 
sunčanog 	 ADJ 
leta 	 NOM:com 
. 	 SENT 
 	  
Smatrajući 	 VER 
to 	 PRO:DEM 
otkriće 	 NOM:com 
delom 	 NOM:com 
svojih 	 ADJ:POS 
zasluga 	 NOM:com 
, 	 PUN 
mi 	 PRO:PER 
smo 	 VER:AUX 
tu 	 ADV 
tajnu 	 NOM:com 
skrivali 	 VER 
od 	 PRP 
sveta 	 NOM:com 
i 	 KON:COOR 
nikome 	 PRO:IND 
nismo 	 VER:AUX 
govorili 	 VER 
gde 	 ADV:INTR 
mi 	 PRO:PER 
to 	PAR
provodimo 	 VER 
svoje 	 ADJ:POS 
vikende 	 NOM:com 
, 	 PUN 
koji 	 PRO:REL 
su 	 VER:AUX 
već 	 ADV 
počeli 	 VER 
, 	 PUN 
uvezeni 	 ADJ 
sa 	 PRP 
Zapada 	 NOM:com 
, 	 PUN 
kao 	 KON:SUB 
prvi 	 NUM:ORD 
znak 	 NOM:com 
dekadencije 	 NOM:com 
, 	 PUN 
da 	 KON:SUB 
se 	 PRO:REF 
odomaćuju 	 VER 
i 	 KON:COOR 
u 	 PRP 
našem 	 ADJ:POS 
gradu 	 NOM:com 
. 	 SENT 
 	  
To 	 PRO:DEM 
su 	VER:AUX
već 	 ADV 
bili 	 VER 
poslednji 	 ADJ 
dani 	NOM:com
leta 	 NOM:com 
, 	 PUN 
bastardi 	NOM:com
godišnjih 	 ADJ 
doba 	 NOM:com 
, 	 PUN 
zapravo 	 ADV 
neko 	ADJ:IND
poluleto 	NOM:com
- 	 PUN 
polujesen 	 NOM:com 
. 	 SENT 
 	  
Međutim 	 PAR 
, 	 PUN 
dan 	 NOM:com 
je 	 VER:AUX 
, 	 PUN 
bar 	 ADV 
izjutra 	 ADV 
, 	 PUN 
dozvoljavao 	 VER 
da 	 KON:SUB 
se 	 PRO:REF 
poveruje 	 VER 
da 	 KON:SUB 
je 	VER
leto 	 NOM:com 
još 	 ADV 
u 	 PRP 
punoj 	 ADJ 
snazi 	 NOM:com 
i 	 KON:COOR 
da 	 KON:SUB 
je 	VER
rumenilo 	 VER 
lišća 	 NOM:col 
samo 	 ADV 
posledica 	 NOM:com 
dugotrajne 	 ADJ 
žege 	 NOM:com 
. 	 SENT 
 	  
Pred 	 PRP 
kućom 	 NOM:com 
su 	 VER:AUX 
se 	 PRO:REF 
već 	 ADV 
leno 	 ADV 
krunili 	 VER 
kestenovi 	 NOM:com 
, 	 PUN 
davno 	 ADV 
lišeni 	 ADJ 
ploda 	 NOM:com 
, 	 PUN 
a 	 KON:COOR 
lišće 	 NOM:col 
je 	 VER:AUX 
, 	 PUN 
ovde 	 ADV 
- 	 PUN 
onde 	 ADV 
, 	 PUN 
već 	 ADV 
žuto 	 ADJ 
i 	 KON:COOR 
mirišljavo 	 ADJ 
kao 	 KON:SUB 
listovi 	 NOM:com 
duvana 	 NOM:com 
, 	 PUN 
počelo 	 VER 
da 	 KON:SUB 
pada 	 VER 
s 	 PRP 
grana 	 NOM:com 
, 	 PUN 
neodlučno 	 ADV 
. 	 SENT 
 	  
Moja 	 ADJ:POS 
je 	 VER:AUX 
majka 	 NOM:com 
smatrala 	 VER 
da 	 KON:SUB 
se 	 PRO:REF 
možemo 	 VER 
pouzdati 	 VER 
u 	 PRP 
boje 	 NOM:com 
neba 	 NOM:com 
– 	 PUN 
akvamarinske 	 ADJ 
– 	 PUN 
i 	 KON:COOR 
u 	 PRP 
obećanje 	 NOM:com 
koje 	 PRO:REL 
nam 	 PRO:PER 
je 	 VER:AUX 
nudilo 	 VER 
jutarnje 	 NOM:com 
sunce 	 NOM:com 
. 	 SENT 
 	  
Međutim 	 PAR 
, 	 PUN 
dok 	 KON:SUB 
smo 	 VER:AUX 
stajali 	 VER 
na 	 PRP 
mostu 	 NOM:com 
, 	 PUN 
majka 	 NOM:com 
je 	 VER:AUX 
imala 	 VER 
neko 	 ADJ:IND 
čudno 	 ADJ 
predosećanje 	 NOM:com 
o 	 PRP 
predstojećoj 	 ADJ 
ofanzivi 	 NOM:com 
jeseni 	 VER 
i 	 KON:COOR 
, 	 PUN 
zaista 	 ADV 
, 	 PUN 
voda 	 NOM:com 
Dunava 	 NOM:NAM 
bila 	VER:AUX
je 	 VER:AUX 
promenjena 	VER
, 	 PUN 
mutnozelena 	 ADJ 
, 	 PUN 
puna 	 ADJ 
nekog 	 ADJ:IND 
sumnjivog 	 ADJ 
taloga 	 NOM:com 
koji 	 PRO:REL 
je 	 VER:AUX 
samo 	 ADV 
svedočio 	 VER 
o 	 PRP 
pljuskovima 	 NOM:com 
negde 	 ADV:IND 
u 	 PRP 
Švarcvaldu 	 NOM:NAM 
. 	 SENT 
 	  
Zato 	 ADV 
smo 	 VER:AUX 
, 	 PUN 
iako 	 KON:SUB 
nigde 	 ADV:IND 
nije 	 VER:AUX 
bilo 	 VER 
oblačka 	 NOM:com 
, 	 PUN 
krenuli 	 VER 
odmah 	 ADV 
ka 	 PRP 
crvenom 	 ADJ 
vozu 	 NOM:com 
, 	 PUN 
jer 	 KON:SUB 
u 	 PRP 
vazduhu 	 NOM:com 
je 	 VER:AUX 
bilo 	 VER 
nekih 	 ADJ:IND 
nagoveštaja 	 NOM:com 
o 	 PRP 
predstojećoj 	 ADJ 
kiši 	 NOM:com 
. 	 SENT 
 	  
Nema 	 VER 
sumnje 	 NOM:com 
, 	 PUN 
naša 	 ADJ:POS 
je 	 VER:AUX 
odluka 	 NOM:com 
bila 	 VER 
mudra 	 NOM:com 
. 	 SENT 
 	  
Zahvaljujući 	 PRP 
toj 	 ADJ:DEM 
odlučnosti 	 NOM:com 
, 	 PUN 
dospeli 	 VER 
smo 	 VER:AUX 
na 	 PRP 
poslednji 	 ADJ 
voz 	 NOM:com 
tog 	 ADJ:DEM 
leta 	 NOM:com 
, 	 PUN 
koji 	 PRO:REL 
je 	 VER:AUX 
bio 	 VER 
, 	 PUN 
za 	 PRP 
tu 	 ADJ:DEM 
svečanu 	 ADJ 
priliku 	 NOM:com 
, 	 PUN 
okićen 	VER
trakama 	 NOM:com 
od 	 PRP 
krep 	 NOM:com 
- 	 PUN 
papira 	 NOM:com 
i 	 KON:COOR 
poljskim 	 NOM:com 
cvećem 	 NOM:col 
, 	 PUN 
a 	 KON:COOR 
jedan 	 ADJ:IND 
je 	 VER:AUX 
gospodin 	 NOM:com 
u 	 PRP 
polucilindru 	 NOM:com 
, 	 PUN 
po 	 PRP 
svoj 	ADJ:IND
prilici 	 NOM:com 
predstavnik 	 NOM:com 
Banovine 	 NOM:NAM 
, 	 PUN 
održao 	 VER 
govor 	 NOM:com 
koji 	 PRO:REL 
je 	 VER:AUX 
moja 	 ADJ:POS 
majka 	 NOM:com 
smatrala 	 VER 
duhovitim 	 ADJ 
i 	 KON:COOR 
dirljivim 	 ADJ 
. 	 SENT 
 	  
« 	 PUN:cit 
Gospodo 	 NOM:col 
» 	 PUN:cit 
, 	 PUN 
rekao 	 VER 
je 	 VER:AUX 
, 	 PUN 
« 	 PUN:cit 
u 	 PRP 
čast 	 NOM:com 
ovog 	 ADJ:DEM 
poslednjeg 	 ADJ 
letnjeg 	 ADJ 
voza 	 NOM:com 
, 	 PUN 
ove 	 ADJ:DEM 
spasonosne 	 ADJ 
higijene 	 NOM:com 
, 	 PUN 
i 	 KON:COOR 
u 	 PRP 
slavu 	 NOM:com 
tradicija 	 NOM:com 
našeg 	 ADJ:POS 
grada 	 NOM:com 
, 	 PUN 
Crveni 	 ADJ 
će 	 VER:AUX 
voz 	 NOM:com 
danas 	 ADV 
, 	 PUN 
na 	 PRP 
svom 	 ADJ:POS 
poslednjem 	 ADJ 
sezonskom 	 ADJ 
putovanju 	 NOM:com 
, 	 PUN 
prevesti 	 VER 
sve 	 ADJ:IND 
putnike 	 NOM:com 
. 	 SENT 
 	  
. 	 SENT 
 	  
. 	 SENT 
 	  
sve 	 ADJ:IND 
putnike 	 NOM:com 
. 	 SENT 
 	  
. 	 SENT 
 	  
. 	 SENT 
 	  
» 	 PUN:cit 
Aplauz 	 NOM:com 
i 	 KON:COOR 
povici 	 NOM:com 
« 	 PUN:cit 
živeo 	 VER 
govornik 	 NOM:com 
» 	 PUN:cit 
, 	 PUN 
kao 	 KON:SUB 
i 	 KON:COOR 
radosni 	 ADJ 
krici 	 NOM:com 
dece 	 NOM:com 
zaglušili 	 VER 
su 	 VER:AUX 
njegove 	 ADJ:POS 
poslednje 	 ADJ 
reči 	 NOM:com 
, 	 PUN 
jer 	 KON:SUB 
u 	 PRP 
gradu 	 NOM:com 
se 	 PRO:REF 
pričalo 	 VER 
da 	 KON:SUB 
će 	 VER:AUX 
ove 	 ADJ:DEM 
godine 	 NOM:com 
tradicionalna 	 ADJ 
ceremonija 	 NOM:com 
izostati 	 VER 
zbog 	 PRP 
nekih 	 ADJ:IND 
spoljnopolitičkih 	 ADJ 
događaja 	 NOM:com 
koji 	 PRO:REL 
su 	 VER:AUX 
navodili 	 VER 
na 	 PRP 
štednju 	 NOM:com 
i 	 KON:COOR 
na 	 PRP 
oprez 	 NOM:com 
. 	 SENT 
 	  
Sumnje 	 NOM:com 
moje 	 ADJ:POS 
majke 	 NOM:com 
bile 	 VER:AUX 
su 	 VER:AUX 
se 	 PRO:REF 
obistinile 	 VER 
. 	 SENT 
 	  
Tek 	 ADV 
što 	 KON:SUB 
smo 	 VER:AUX 
se 	 PRO:REF 
zaustavili 	 VER 
kraj 	 PRP 
zamka 	 NOM:com 
, 	 PUN 
odjednom 	 ADV 
poče 	 VER 
da 	 KON:SUB 
se 	 PRO:REF 
smrkava 	 VER 
od 	 PRP 
Fruške 	 NOM:NAM 
gore 	NOM:NAM
. 	 SENT 
 	  
Nismo 	 VER:AUX 
imali 	 VER 
ni 	 KON:COOR 
toliko 	 ADV 
vremena 	 NOM:com 
da 	 KON:SUB 
dozovemo 	 VER 
srnu 	 NOM:com 
i 	 KON:COOR 
jelena 	 NOM:com 
( 	 PUN 
jer 	 KON:SUB 
tama 	 NOM:com 
nas 	 PRO:PER 
je 	 VER:AUX 
bila 	VER:AUX
osvojila 	 VER 
na 	 PRP 
juriš 	 NOM:com 
) 	 PUN 
, 	 PUN 
kad 	 KON:SUB 
kiša 	 NOM:com 
poče 	 VER 
da 	 KON:SUB 
pljušti 	 VER 
. 	 SENT 
 	  
Da 	 KON:SUB 
bismo 	 VER:AUX 
se 	 PRO:REF 
zaštitili 	 VER 
od 	 PRP 
kiše 	 NOM:com 
, 	 PUN 
nismo 	 VER:AUX 
krenuli 	 VER 
prema 	 PRP 
improvizovanoj 	 ADJ 
stanici 	 NOM:com 
Crvenog 	 ADJ 
voza 	 NOM:com 
, 	 PUN 
nego 	 KON:COOR 
prečicom 	 NOM:com 
, 	 PUN 
kroz 	 PRP 
šumu 	 NOM:com 
. 	 SENT 
 	  
Kiša 	 NOM:com 
je 	 VER:AUX 
zvučno 	 ADV 
dobovala 	 VER 
po 	 PRP 
lišću 	 NOM:col 
, 	 PUN 
koje 	 PRO:REL 
je 	 VER:AUX 
počelo 	 VER 
, 	 PUN 
čudno 	 ADV 
, 	 PUN 
da 	 KON:SUB 
se 	 PRO:REF 
raspada 	 VER 
i 	 KON:COOR 
da 	 KON:SUB 
se 	 PRO:REF 
kruni 	 VER 
, 	 PUN 
tako 	 ADV 
da 	 KON:SUB 
smo 	 VER:AUX 
ipak 	 ADV 
izišli 	 VER 
iz 	 PRP 
šume 	 NOM:com 
sasvim 	 ADV 
pokisli 	 ADJ 
, 	 PUN 
opijeni 	 ADJ 
ozonom 	 NOM:com 
. 	 SENT 
 	  
Odjednom 	 ADV 
shvatismo 	 VER 
da 	 KON:SUB 
smo 	 VER:AUX 
zalutali 	 VER 
. 	 SENT 
 	  
Uzalud 	 ADV 
je 	 VER:AUX 
majka 	 NOM:com 
pokušavala 	 VER 
da 	 KON:SUB 
to 	 PRO:DEM 
pred 	 PRP 
nama 	 PRO:PER 
prikrije 	 VER 
. 	 SENT 
 	  
Kiša 	 NOM:com 
je 	 VER:AUX 
bila 	VER:AUX
potpuno 	 ADV 
poremetila 	 VER 
izgled 	 NOM:com 
predela 	 NOM:com 
. 	 SENT 
 	  
. 	 SENT 
 	  
. 	 SENT 
 	  
Moja 	 ADJ:POS 
se 	 PRO:REF 
majka 	 NOM:com 
prekrsti 	 VER 
, 	 PUN 
zastavši 	 VER 
u 	 PRP 
magnovenju 	 NOM:com 
. 	 SENT 
 	  
Iz 	 PRP 
šume 	 NOM:com 
je 	 VER:AUX 
dolazilo 	 VER 
, 	 PUN 
grmeći 	 VER 
kao 	 KON:SUB 
konjica 	 NOM:com 
, 	 PUN 
zavijeno 	 ADJ 
maglom 	 NOM:com 
, 	 PUN 
krdo 	NOM:com
crnih 	 ADJ 
bivola 	 NOM:com 
, 	 PUN 
samoubilački 	ADV
rešeno 	ADJ
da 	 KON:SUB 
se 	 PRO:REF 
suprotstavi 	 VER 
navali 	NOM:com
vode 	 NOM:com 
, 	 PUN 
da 	 KON:SUB 
ućutka 	 VER 
ironični 	 ADJ 
hor 	 NOM:com 
žaba 	 NOM:com 
. 	 SENT 
 	  
U 	 PRP 
gustom 	 ADJ 
špaliru 	 NOM:com 
, 	 PUN 
s 	 PRP 
rogovima 	 NOM:com 
na 	 PRP 
gotovs 	 ?NOM:com 
, 	 PUN 
bivoli 	NOM:com
iskočiše 	 VER 
iz 	 PRP 
šume 	 NOM:com 
i 	 KON:COOR 
u 	 PRP 
pruskom 	 ADJ 
koraku 	 NOM:com 
krenuše 	 VER 
prema 	 PRP 
barama 	 NOM:com 
, 	 PUN 
neustrašivo 	 ADV 
. 	 SENT 
 	  
Kiša 	 NOM:com 
je 	 VER:AUX 
u 	 PRP 
tom 	 ADJ:DEM 
trenutku 	 NOM:com 
prestala 	 VER 
da 	 KON:SUB 
pada 	 VER 
, 	 PUN 
i 	 KON:COOR 
mi 	 PRO:PER 
smo 	 VER:AUX 
uspeli 	 VER 
, 	 PUN 
u 	 PRP 
poslednjem 	 ADJ 
času 	 NOM:com 
, 	 PUN 
da 	 KON:SUB 
se 	 PRO:REF 
dokopamo 	 VER 
druma 	 NOM:com 
. 	 SENT 
 	  
Mogli 	 VER 
smo 	 VER:AUX 
još 	 ADV 
da 	 KON:SUB 
vidimo 	 VER 
, 	 PUN 
stojeći 	 VER 
na 	 PRP 
drumu 	 NOM:com 
, 	 PUN 
kako 	 KON:SUB 
bivoli 	NOM:com
nestaju 	 VER 
u 	 PRP 
živom 	 ADJ 
blatu 	 NOM:com 
, 	 PUN 
u 	 PRP 
toj 	 ADJ:DEM 
vešto 	 ADV 
pripremljenoj 	 ADJ 
zamci 	 NOM:com 
. 	 SENT 
 	  
Tonuli 	 VER 
su 	 VER:AUX 
bespomoćno 	 ADV 
i 	 KON:COOR 
brzo 	 ADV 
. 	 SENT 
 	  
Moja 	 ADJ:POS 
majka 	 NOM:com 
, 	 PUN 
dirnuta 	 ADJ 
tim 	 ADJ:DEM 
jezivim 	 ADJ 
prizorom 	 NOM:com 
, 	 PUN 
i 	 KON:COOR 
svesna 	 ADJ 
opasnosti 	 NOM:com 
iz 	 PRP 
koje 	 PRO:REL 
smo 	 VER:AUX 
se 	 PRO:REF 
izvukli 	 VER 
, 	 PUN 
još 	 ADV 
jednom 	 ADV 
se 	 PRO:REF 
prekrsti 	 VER 
. 	 SENT 
 	  
. 	 SENT 
 	  
. 	 SENT 
 	  
Kada 	 KON:SUB 
smo 	 VER:AUX 
se 	 PRO:REF 
vratili 	 VER 
u 	 PRP 
grad 	 NOM:com 
, 	 PUN 
već 	 ADV 
je 	 VER:AUX 
svuda 	 ADV 
bila 	VER:AUX
objavljena 	 VER 
ofanziva 	 NOM:com 
jeseni 	 VER 
. 	 SENT 
 	  
Veliki 	 ADJ 
žuti 	 ADJ 
plakati 	 NOM:com 
pozivali 	 VER 
su 	 VER:AUX 
građane 	 ADJ 
na 	 PRP 
red 	 NOM:com 
i 	 KON:COOR 
poslušnost 	 NOM:com 
, 	 PUN 
a 	 KON:COOR 
iz 	 PRP 
aeroplana 	 NOM:com 
su 	 VER:AUX 
bacali 	 VER 
propagandne 	 ADJ 
letke 	 NOM:com 
– 	 PUN 
žute 	 ADJ 
i 	 KON:COOR 
crvene 	 ADJ 
– 	 PUN 
u 	 PRP 
kojima 	 PRO:REL 
se 	 PRO:REF 
nadmenim 	 ADJ 
jezikom 	 NOM:com 
pobednika 	 NOM:com 
govorilo 	 VER 
